draft_year,player,player_id,rookie_season,minutes_used,PTS,TRB,AST,hit_cap,STL,BLK,TOV,_key,_done,_failed
2002.0,Frank Williams,willifr02,2003,167.43333333333334,28.0,18.0,34.0,,7.0,2.0,17.0,,,
2006.0,Will Blalock,blalowi01,2007,165.68333333333334,25.0,15.0,17.0,,5.0,0.0,12.0,"('blalowi01', 2007)",False,False
2005.0,Ronny Turiaf,turiaro01,2006,161.25000000000003,45.0,37.0,8.0,,3.0,10.0,7.0,"('turiaro01', 2006)",False,False
2003.0,Darko Miličić,milicda01,2004,159.6166666666667,48.0,43.0,7.0,,7.0,15.0,13.0,"('milicda01', 2004)",False,False
2005.0,Jason Maxiell,maxieja01,2006,158.76666666666665,60.0,28.0,3.0,,4.0,5.0,11.0,"('maxieja01', 2006)",False,False
2003.0,Dahntay Jones,jonesda02,2004,154.38333333333333,36.0,23.0,12.0,,5.0,6.0,12.0,"('jonesda02', 2004)",False,False
2005.0,Lou Williams,willilo02,2006,144.68333333333334,56.0,19.0,10.0,,5.0,0.0,13.0,"('willilo02', 2006)",False,False
2000.0,Jake Voskuhl,voskuja01,2001,143.95,30.0,34.0,5.0,,5.0,6.0,12.0,,,
2005.0,Chris Taft,taftch01,2006,143.91666666666669,47.0,36.0,2.0,,2.0,7.0,2.0,"('taftch01', 2006)",False,False
2006.0,James White,whiteja02,2007,136.56666666666666,50.0,20.0,5.0,,3.0,1.0,5.0,"('whiteja02', 2007)",False,False
2000.0,Jérôme Moïso,moisoje01,2001,136.03333333333333,35.0,42.0,3.0,False,,,,,,
2005.0,Bracey Wright,wrighbr02,2006,135.1,62.0,18.0,5.0,,1.0,0.0,8.0,"('wrighbr02', 2006)",False,False
2001.0,Rodney White,whitero02,2002,127.5,56.0,18.0,12.0,,9.0,2.0,14.0,,,
2005.0,Yaroslav Korolev,korolya01,2006,127.01666666666665,27.0,13.0,9.0,,3.0,0.0,6.0,"('korolya01', 2006)",False,False
2001.0,Alvin Jones,jonesal01,2002,124.6,26.0,36.0,3.0,,3.0,9.0,11.0,,,
2000.0,Brian Cardinal,cardibr01,2001,124.26666666666668,31.0,23.0,3.0,,7.0,2.0,9.0,,,
2006.0,Patrick O'Bryant,obryapa01,2007,118.75000000000001,31.0,21.0,9.0,,6.0,8.0,8.0,"('obryapa01', 2007)",False,False
2001.0,Michael Bradley,bradlmi01,2002,117.65,30.0,24.0,3.0,,0.0,6.0,6.0,,,
2004.0,Justin Reed,reedju01,2005,115.95000000000002,41.0,16.0,10.0,,3.0,1.0,5.0,"('reedju01', 2005)",False,False
2002.0,Roger Mason,masonro01,2003,114.25,30.0,12.0,12.0,,4.0,0.0,5.0,,,
2002.0,Fred Jones,jonesfr01,2003,112.56666666666666,23.0,9.0,5.0,,6.0,1.0,6.0,,,
2001.0,DeSagana Diop,diopde01,2002,109.5,25.0,17.0,5.0,,1.0,10.0,12.0,,,
2006.0,Marcus Vinicius,vincima01,2007,103.35,22.0,11.0,5.0,,2.0,1.0,6.0,"('vincima01', 2007)",False,False
2004.0,Ha Seung-Jin,seungha01,2005,100.16666666666664,26.0,18.0,2.0,,1.0,5.0,12.0,"('seungha01', 2005)",False,False
2006.0,P.J. Tucker,tuckepj01,2007,83.41666666666666,30.0,23.0,3.0,,2.0,0.0,6.0,"('tuckepj01', 2007)",False,False
2002.0,Boštjan Nachbar,nachbbo01,2003,78.16666666666667,29.0,11.0,3.0,,2.0,2.0,6.0,,,
2001.0,Kirk Haston,hastoki01,2002,77.25,26.0,20.0,5.0,,0.0,1.0,3.0,,,
2001.0,Jeff Trepagnier,trepaje01,2002,75.68333333333334,18.0,12.0,12.0,,8.0,4.0,11.0,,,
2004.0,Luis Flores,florelu01,2005,74.33333333333333,35.0,3.0,11.0,,2.0,0.0,11.0,"('florelu01', 2005)",False,False
2005.0,Von Wafer,wafervo01,2006,72.76666666666668,20.0,8.0,4.0,,3.0,0.0,1.0,"('wafervo01', 2006)",False,False
2002.0,Robert Archibald,archiro01,2003,72.08333333333333,19.0,17.0,3.0,,0.0,3.0,7.0,,,
2004.0,Robert Swift,swiftro01,2005,69.68333333333332,15.0,5.0,2.0,,1.0,7.0,4.0,"('swiftro01', 2005)",False,False
2000.0,Jabari Smith,smithja01,2001,65.88333333333333,26.0,8.0,6.0,,4.0,0.0,3.0,,,
2000.0,Donnell Harvey,harvedo01,2001,63.883333333333326,22.0,20.0,2.0,,3.0,1.0,7.0,,,
2001.0,Damone Brown,brownda02,2002,63.8,23.0,4.0,2.0,,1.0,1.0,9.0,,,
2002.0,Ronald Murray,murraro01,2003,62.900000000000006,27.0,4.0,5.0,,4.0,0.0,8.0,,,
2000.0,Dan McClintock,mcclida01,2001,58.46666666666667,18.0,17.0,1.0,,0.0,2.0,3.0,,,
2004.0,Luke Jackson,jackslu02,2005,43.08333333333333,29.0,6.0,3.0,,0.0,0.0,2.0,"('jackslu02', 2005)",False,False
2005.0,Dijon Thompson,thompdi01,2006,42.533333333333324,28.0,11.0,1.0,,3.0,1.0,2.0,"('thompdi01', 2006)",False,False
2001.0,Jamison Brewer,breweja01,2002,42.31666666666666,4.0,8.0,9.0,,2.0,0.0,3.0,,,
2005.0,Amir Johnson,johnsam01,2006,38.766666666666666,20.0,4.0,3.0,,0.0,2.0,4.0,"('johnsam01', 2006)",False,False
2001.0,Joseph Forte,fortejo01,2002,38.03333333333333,6.0,6.0,6.0,,2.0,0.0,3.0,,,
2000.0,Erick Barkley,barkler01,2001,37.35,19.0,3.0,6.0,,2.0,0.0,5.0,,,
2003.0,Kendrick Perkins,perkike01,2004,35.21666666666667,22.0,14.0,3.0,,0.0,2.0,5.0,"('perkike01', 2004)",False,False
2005.0,Alex Acker,ackeral01,2006,35.1,9.0,5.0,4.0,,1.0,0.0,4.0,"('ackeral01', 2006)",False,False
2000.0,Michael Redd,reddmi01,2001,35.05,13.0,4.0,1.0,,1.0,0.0,1.0,,,
2003.0,Troy Bell,belltr01,2004,34.9,11.0,4.0,4.0,,1.0,0.0,6.0,"('belltr01', 2004)",False,False
2001.0,Jeryl Sasser,sasseje01,2002,34.21666666666667,10.0,7.0,2.0,,3.0,0.0,2.0,,,
2002.0,Tito Maddox,maddoti01,2003,34.016666666666666,11.0,7.0,5.0,,3.0,1.0,3.0,,,
2005.0,Julius Hodge,hodgeju01,2006,32.99999999999999,13.0,7.0,6.0,,2.0,0.0,8.0,"('hodgeju01', 2006)",False,False
